date,open,high,low,close,volume,daily_return
2023-11-21 05:30:00,2160.0,2232.55,2158.35,2196.65,1839502,0.021768960625159872
2023-11-22 05:30:00,2205.15,2225.0,2153.5,2172.65,1247205,-0.010925727812805874
2023-11-23 05:30:00,2190.0,2190.0,2160.6,2175.25,729114,0.0011966952799575825
2023-11-24 05:30:00,2179.0,2251.95,2160.9,2225.45,1946259,0.023077807148603524
2023-11-28 05:30:00,2301.0,2512.4,2275.0,2423.5,11972275,0.08899323732278863
2023-11-29 05:30:00,2468.7,2477.65,2390.0,2396.6,4561574,-0.011099649267588219
2023-11-30 05:30:00,2400.05,2409.0,2343.05,2358.55,2983879,-0.01587665859968279
2023-12-01 05:30:00,2370.0,2403.35,2354.1,2362.7,1792983,0.001759555659197165
2023-12-04 05:30:00,2549.95,2595.0,2487.45,2531.2,5681516,0.07131671392897965
2023-12-05 05:30:00,2531.2,2999.9,2531.2,2959.35,22879079,0.16914902022756007
2023-12-06 05:30:00,3080.0,3154.55,2844.85,2883.95,19355777,-0.025478567928768125
2023-12-07 05:30:00,2900.0,2945.9,2853.05,2887.15,6325887,0.0011095892785937256
2023-12-08 05:30:00,2902.7,2927.0,2760.0,2822.15,6959428,-0.02251355142614686
2023-12-11 05:30:00,2837.05,2919.9,2811.05,2855.8,5064123,0.011923533476250414
2023-12-12 05:30:00,2869.1,2895.95,2840.55,2857.65,2017772,0.0006478044680999773
2023-12-13 05:30:00,2860.0,2899.1,2805.0,2875.05,2805832,0.006088919216838962
2023-12-14 05:30:00,2900.95,2932.95,2887.0,2894.05,3224681,0.006608580720335322
2023-12-15 05:30:00,2912.05,3000.0,2893.9,2991.8,4921484,0.033776195988320934
2023-12-18 05:30:00,2993.95,3027.75,2961.1,2980.6,2315922,-0.0037435657463734673
2023-12-19 05:30:00,2988.8,2994.35,2915.0,2941.25,1741493,-0.013202039857746706
2023-12-20 05:30:00,2946.0,2968.0,2766.2,2783.85,3417739,-0.05351466213344669
2023-12-21 05:30:00,2750.0,2821.95,2725.0,2799.75,2678577,0.005711514629020975
2023-12-22 05:30:00,2815.95,2847.6,2791.4,2808.35,1513956,0.003071702830609757
2023-12-26 05:30:00,2817.0,2893.75,2800.1,2865.45,2048484,0.020332223547634642
2023-12-27 05:30:00,2880.7,2894.8,2833.6,2843.35,1698325,-0.0077125756861923245
2023-12-28 05:30:00,2855.0,2867.35,2800.1,2809.9,4102912,-0.01176429212021024
2023-12-29 05:30:00,2823.9,2863.3,2802.85,2848.95,1507086,0.013897291718566462
2024-01-01 05:30:00,2852.3,2947.0,2842.05,2917.2,2898619,0.023956194387405816
2024-01-02 05:30:00,2922.0,2948.2,2841.0,2932.4,2671368,0.005210475798711256
2024-01-03 05:30:00,3047.0,3199.0,2955.6,3003.0,19725411,0.02407584231346327
2024-01-04 05:30:00,3039.4,3044.45,2990.0,2998.3,2975620,-0.0015651015651014788
2024-01-05 05:30:00,3009.95,3066.9,2981.1,3006.6,3219949,0.002768235333355573
2024-01-08 05:30:00,3020.0,3027.0,2952.95,2963.5,1849061,-0.01433512938202619
2024-01-09 05:30:00,2990.7,3068.8,2980.0,3014.6,2885706,0.01724312468365108
2024-01-10 05:30:00,3024.0,3112.0,3020.05,3098.2,3590297,0.027731705698931908
2024-01-11 05:30:00,3120.0,3129.0,3065.0,3080.9,2008103,-0.005583887418501021
2024-01-12 05:30:00,3096.35,3125.0,3068.2,3104.1,1795933,0.007530267129734813
2024-01-15 05:30:00,3127.0,3130.0,3067.45,3089.5,1407007,-0.004703456718533561
2024-01-16 05:30:00,3095.0,3104.5,3035.0,3056.5,2515564,-0.010681340022657415
2024-01-17 05:30:00,3033.0,3045.0,2946.3,2971.05,2897218,-0.027956813348601228
2024-01-18 05:30:00,2975.55,2985.0,2885.1,2918.9,2552342,-0.01755271705289374
2024-01-19 05:30:00,2945.35,2949.45,2903.05,2915.65,2014096,-0.0011134331426222444
2024-01-20 05:30:00,2930.0,3015.85,2890.5,2987.9,1878793,0.024780066194502126
2024-01-23 05:30:00,3014.95,3014.95,2885.5,2896.55,1827002,-0.03057331235985139
2024-01-24 05:30:00,2901.0,2929.1,2871.25,2903.45,5807940,0.0023821442750857624
2024-01-25 05:30:00,2903.45,2926.35,2804.4,2893.6,2601969,-0.0033925158001687494
2024-01-29 05:30:00,2929.0,3092.7,2923.05,3064.65,4402976,0.05911321537185521
2024-01-30 05:30:00,3081.0,3129.9,3020.9,3091.1,3115506,0.008630675607328664
2024-01-31 05:30:00,3092.75,3151.7,3072.4,3142.0,2671051,0.01646663000226467
2024-02-01 05:30:00,3156.9,3236.95,3083.05,3153.5,4686595,0.0036600891152132053
2024-02-02 05:30:00,3184.95,3208.5,3140.0,3157.45,2708695,0.001252576502299041
2024-02-05 05:30:00,3170.0,3229.4,3151.45,3173.45,2191195,0.005067380322728798
2024-02-06 05:30:00,3183.9,3228.2,3160.0,3203.75,2078891,0.009547968299484788
2024-02-07 05:30:00,3220.05,3277.95,3210.0,3229.85,2095911,0.008146703082325457
2024-02-08 05:30:00,3245.6,3245.6,3146.1,3168.6,1679004,-0.01896372896574139
2024-02-09 05:30:00,3184.45,3224.95,3121.2,3215.2,1572789,0.014706810578804408
2024-02-12 05:30:00,3229.0,3241.95,3160.0,3169.75,1083138,-0.014135979099278329
2024-02-13 05:30:00,3180.0,3194.0,3092.05,3178.45,1225207,0.0027446959539394467
2024-02-14 05:30:00,3184.0,3255.25,3169.85,3207.2,1741264,0.009045289370605225
2024-02-15 05:30:00,3219.85,3252.75,3184.05,3193.8,2035204,-0.004178099276627489
2024-02-16 05:30:00,3214.0,3252.3,3192.65,3223.6,2193673,0.00933057799486492
2024-02-19 05:30:00,3240.0,3308.6,3235.8,3258.8,1779444,0.010919468916739117
2024-02-20 05:30:00,3267.0,3269.8,3210.15,3228.6,1467630,-0.009267214925739564
2024-02-21 05:30:00,3238.0,3300.0,3205.0,3223.2,1657021,-0.001672551570340075
2024-02-22 05:30:00,3239.0,3274.0,3210.5,3263.05,1138722,0.012363489699677377
2024-02-23 05:30:00,3263.05,3319.95,3225.1,3273.3,1975035,0.0031412328956037516
2024-02-26 05:30:00,3272.0,3344.0,3263.0,3327.75,1695378,0.016634588946934148
2024-02-27 05:30:00,3339.0,3340.0,3273.0,3302.3,1125570,-0.007647810081887085
2024-02-28 05:30:00,3309.2,3318.8,3207.5,3219.0,1358879,-0.025224843291039578
2024-02-29 05:30:00,3220.05,3304.75,3205.35,3285.4,1352988,0.02062752407580004
2024-03-01 05:30:00,3309.85,3346.0,3281.8,3318.75,1161067,0.010150970962439887
2024-03-02 05:30:00,3332.0,3348.7,3321.5,3333.25,119511,0.004369114877589508
2024-03-04 05:30:00,3335.0,3350.0,3310.05,3317.15,1061244,-0.004830120753018807
2024-03-05 05:30:00,3325.3,3334.0,3295.05,3310.2,1190416,-0.0020951720603531454
2024-03-06 05:30:00,3323.0,3323.0,3183.15,3233.95,1935203,-0.02303486194187665
2024-03-07 05:30:00,3240.0,3262.0,3220.0,3226.55,856328,-0.002288223380076837
2024-03-11 05:30:00,3241.2,3259.0,3200.0,3207.35,738851,-0.005950628380158474
2024-03-12 05:30:00,3207.35,3222.7,3111.0,3122.5,1199487,-0.02645486149001508
2024-03-13 05:30:00,3125.0,3138.05,2850.15,2906.2,3407040,-0.06927141713370699
2024-03-14 05:30:00,2927.45,3101.2,2880.0,3087.45,3759100,0.062366664372720315
2024-03-15 05:30:00,3111.0,3143.4,3061.25,3132.2,2199094,0.014494161848774834
2024-03-18 05:30:00,3050.1,3124.0,2976.05,3111.75,3042515,-0.0065289572824211994
2024-03-19 05:30:00,3126.0,3164.8,3041.85,3052.7,1460452,-0.018976460191210798
2024-03-20 05:30:00,3075.0,3083.2,3021.1,3051.45,966481,-0.0004094735807645966
2024-03-21 05:30:00,3089.55,3107.1,3059.6,3066.5,1175751,0.0049320814694653325
2024-03-22 05:30:00,3066.55,3128.95,3048.05,3107.7,951557,0.01343551279960864
2024-03-26 05:30:00,3100.5,3171.95,3089.1,3109.95,937103,0.000724008108890839
2024-03-27 05:30:00,3115.0,3138.45,3106.25,3122.1,900231,0.003906815222109783
2024-03-28 05:30:00,3134.0,3237.0,3096.75,3197.1,2327053,0.024022292687614133
2024-04-01 05:30:00,3230.2,3291.8,3207.85,3252.1,1292646,0.017203090300584867
2024-04-02 05:30:00,3258.95,3285.0,3240.0,3268.75,868829,0.005119768764798138
2024-04-03 05:30:00,3250.0,3260.15,3222.0,3233.45,1153109,-0.010799235181644384
2024-04-04 05:30:00,3250.0,3273.0,3201.7,3210.8,1403826,-0.007004901884983372
2024-04-05 05:30:00,3211.1,3234.0,3178.95,3224.8,755607,0.004360284041360352
2024-04-08 05:30:00,3240.95,3243.5,3197.2,3224.55,577440,-7.752418754647383e-05
2024-04-09 05:30:00,3240.7,3251.0,3185.0,3198.45,833679,-0.008094152672466048
2024-04-10 05:30:00,3200.0,3254.6,3192.5,3242.0,1441138,0.01361597023558292
2024-04-12 05:30:00,3210.0,3247.5,3205.3,3209.9,705173,-0.00990129549660701
2024-04-15 05:30:00,3150.0,3180.3,3103.2,3147.45,1035378,-0.019455434748746114
2024-04-16 05:30:00,3101.0,3149.2,3100.0,3106.4,1134184,-0.013042304087435785
2024-04-18 05:30:00,3125.15,3145.0,3008.3,3019.3,1703646,-0.028038887458150863
2024-04-19 05:30:00,3000.0,3057.05,2962.5,3026.95,1727317,0.0025336998642067066
2024-04-22 05:30:00,3053.0,3077.5,3025.0,3063.35,993929,0.012025306001090197
2024-04-23 05:30:00,3059.0,3091.0,3043.1,3065.1,1654272,0.0005712700148530203
2024-04-24 05:30:00,3071.95,3087.85,3040.0,3043.55,605917,-0.007030765717268461
2024-04-25 05:30:00,3050.0,3120.9,3025.65,3115.25,1515529,0.023558016132476878
2024-04-26 05:30:00,3119.9,3129.9,3066.05,3080.4,662764,-0.011186903137789916
2024-04-29 05:30:00,3110.0,3110.5,3051.5,3081.2,648544,0.0002597065316192193
2024-04-30 05:30:00,3094.0,3108.45,3045.0,3054.7,804552,-0.008600545242113511
2024-05-02 05:30:00,3071.95,3119.85,3015.05,3039.6,2219085,-0.004943202278456127
2024-05-03 05:30:00,3030.0,3045.0,2975.1,2993.25,1472168,-0.015248716936438922
2024-05-06 05:30:00,2993.25,3000.2,2850.0,2874.65,2377944,-0.03962248392215817
2024-05-07 05:30:00,2889.95,2905.35,2822.0,2835.95,1262311,-0.0134625084792932
2024-05-08 05:30:00,2850.0,2890.9,2820.0,2860.55,951411,0.008674341931275364
2024-05-09 05:30:00,2864.8,2883.65,2756.0,2766.65,1485510,-0.032825855167712525
2024-05-10 05:30:00,2794.95,2809.0,2760.45,2797.25,2354794,0.011060307592214436
2024-05-13 05:30:00,2803.0,2890.0,2790.5,2879.6,3784373,0.029439628206273882
2024-05-14 05:30:00,2894.95,3046.0,2874.55,3037.55,5725807,0.05485136824558978
2024-05-15 05:30:00,3046.75,3118.85,3037.6,3049.75,1688836,0.004016394791855227
2024-05-16 05:30:00,3065.0,3076.95,2974.95,3041.65,1835312,-0.002655955406180799
2024-05-17 05:30:00,3041.05,3091.0,3015.5,3060.5,825436,0.006197294231749195
2024-05-18 05:30:00,3074.0,3074.0,3055.0,3059.75,74336,-0.00024505799705931697
2024-05-21 05:30:00,3067.9,3175.0,3034.5,3117.5,3091659,0.0188740910205083
2024-05-22 05:30:00,3129.95,3145.0,3073.5,3140.95,3371077,0.0075220529270247916
2024-05-23 05:30:00,3156.7,3406.0,3135.55,3387.3,6979082,0.0784316846813864
2024-05-24 05:30:00,3406.0,3457.85,3355.6,3384.95,3473668,-0.0006937678977357864
2024-05-27 05:30:00,3358.0,3358.0,3267.05,3289.05,2582485,-0.028331289974740992
2024-05-28 05:30:00,3309.65,3329.5,3229.05,3244.05,1621168,-0.013681762210972725
2024-05-29 05:30:00,3250.0,3322.9,3212.0,3258.8,1910729,0.004546785653735341
2024-05-30 05:30:00,3254.0,3274.3,3174.5,3194.25,1990208,-0.019807904750214878
2024-05-31 05:30:00,3225.25,3434.45,3225.25,3411.35,6384589,0.06796587618376759
2024-06-03 05:30:00,3725.0,3743.9,3586.05,3645.25,8511359,0.06856523077374055
2024-06-04 05:30:00,3520.0,3520.0,2733.95,2941.25,20306909,-0.19312804334407796
2024-06-05 05:30:00,3030.0,3150.0,2750.0,3115.35,8778345,0.05919252018699539
2024-06-06 05:30:00,3184.0,3222.4,3137.15,3185.65,5873271,0.02256568282857474
2024-06-07 05:30:00,3170.4,3233.75,3151.6,3219.55,4740455,0.01064147034357199
2024-06-10 05:30:00,3267.0,3284.4,3205.5,3220.1,4935698,0.00017083132735939976
2024-06-11 05:30:00,3224.0,3265.0,3195.05,3221.25,4173692,0.0003571317660941986
2024-06-12 05:30:00,3224.9,3245.0,3208.0,3219.05,3022477,-0.0006829646876211903
2024-06-13 05:30:00,3230.0,3254.0,3207.25,3224.8,3202978,0.0017862412823659302
2024-06-14 05:30:00,3225.0,3275.0,3221.1,3261.75,4224855,0.011458074919374894
2024-06-18 05:30:00,3310.0,3345.0,3287.2,3309.05,1755612,0.014501417950486761
2024-06-19 05:30:00,3314.0,3314.0,3226.3,3261.9,1419264,-0.014248802526404925
2024-06-20 05:30:00,3263.9,3315.0,3240.0,3259.45,1366545,-0.0007510959870015155
2024-06-21 05:30:00,3265.05,3277.1,3176.4,3189.3,4697655,-0.021522035926306526
2024-06-24 05:30:00,3185.75,3214.8,3135.0,3194.6,3261647,0.0016618066660394337
2024-06-25 05:30:00,3204.75,3208.45,3156.35,3171.1,1694962,-0.007356163525950032
2024-06-26 05:30:00,3169.05,3187.7,3163.9,3170.5,2142889,-0.00018920879190187367
2024-06-27 05:30:00,3177.0,3202.25,3150.0,3175.15,5114980,0.0014666456394891725
2024-06-28 05:30:00,3190.0,3211.95,3157.0,3177.15,960905,0.0006298915011888617
2024-07-01 05:30:00,3179.95,3193.15,3157.55,3183.8,832170,0.002093070833923516
2024-07-02 05:30:00,3179.85,3207.8,3131.05,3153.2,1490844,-0.009611156479678473
2024-07-03 05:30:00,3158.0,3194.55,3147.75,3190.95,1152522,0.011971964987948835
2024-07-04 05:30:00,3192.0,3194.45,3138.05,3144.25,1055391,-0.014635140005327507
2024-07-05 05:30:00,3143.9,3158.55,3123.95,3147.9,663988,0.0011608491691181833
2024-07-08 05:30:00,3147.9,3158.2,3075.0,3113.6,1155112,-0.010896152990882868
2024-07-09 05:30:00,3115.95,3158.0,3100.5,3110.75,922403,-0.0009153391572456204
2024-07-10 05:30:00,3120.1,3127.25,3063.4,3096.0,586710,-0.004741621795386952
2024-07-11 05:30:00,3118.7,3129.8,3074.1,3078.3,899781,-0.005717054263565835
2024-07-12 05:30:00,3090.0,3098.8,3058.35,3065.45,756036,-0.004174381964071161
2024-07-15 05:30:00,3066.1,3103.5,3058.35,3090.4,724174,0.008139098664144084
2024-07-16 05:30:00,3110.0,3137.75,3096.1,3109.3,988357,0.006115713176287896
2024-07-18 05:30:00,3106.0,3111.0,3057.15,3092.2,1021653,-0.005499630141832634
2024-07-19 05:30:00,3092.0,3094.5,3000.0,3005.7,1026941,-0.027973611021279376
2024-07-22 05:30:00,3005.7,3026.9,2972.15,3000.85,662085,-0.001613600825098982
2024-07-23 05:30:00,3020.0,3038.0,2886.35,2995.35,1443331,-0.0018328140360230893
2024-07-24 05:30:00,2995.35,3007.5,2959.3,2970.7,693702,-0.008229422271187059
2024-07-25 05:30:00,2960.7,3017.65,2945.1,2973.5,1105721,0.0009425387955701581
2024-07-26 05:30:00,2995.0,3109.0,2988.1,3080.5,1942427,0.035984530015133576
2024-07-29 05:30:00,3094.3,3120.35,3074.0,3089.35,1037474,0.0028729102418438845
2024-07-30 05:30:00,3092.0,3155.0,3066.65,3128.75,1647048,0.012753491834851971
2024-07-31 05:30:00,3141.0,3197.5,3135.0,3169.4,2414005,0.01299240910906918
2024-08-01 05:30:00,3180.0,3258.0,3151.7,3217.25,6149883,0.01509749479396727
2024-08-02 05:30:00,3200.0,3215.0,3111.0,3160.9,3360209,-0.017514958427228167
2024-08-05 05:30:00,3085.0,3133.05,2996.3,3038.2,2238921,-0.03881805814799588
2024-08-06 05:30:00,3084.0,3142.8,3057.25,3072.7,2125201,0.011355407807254192
2024-08-07 05:30:00,3118.0,3190.0,3112.0,3185.95,1868169,0.03685683600742018
2024-08-08 05:30:00,3190.55,3242.65,3156.55,3167.55,2139376,-0.0057753574287102705
2024-08-09 05:30:00,3209.0,3219.3,3171.05,3187.55,760165,0.00631402819213589
2024-08-12 05:30:00,3100.0,3169.85,3014.0,3151.75,10307245,-0.011231196373390318
2024-08-13 05:30:00,3170.05,3178.1,3081.75,3092.2,2192588,-0.018894265090822593
2024-08-14 05:30:00,3085.7,3085.7,3027.75,3040.1,1232383,-0.016848845482180907
2024-08-16 05:30:00,3070.0,3121.6,3039.35,3108.8,970067,0.022597940857208787
2024-08-19 05:30:00,3122.05,3134.3,3092.95,3102.55,557265,-0.0020104220277921137
2024-08-20 05:30:00,3118.95,3126.0,3058.85,3070.65,662263,-0.010281864917567884
2024-08-21 05:30:00,3070.65,3153.3,3068.4,3115.7,1379240,0.014671160829140328
2024-08-22 05:30:00,3130.75,3150.0,3091.0,3099.05,1378912,-0.005343903456687005
2024-08-23 05:30:00,3101.0,3123.0,3067.6,3076.35,1375224,-0.007324825349704023
2024-08-26 05:30:00,3088.0,3090.0,3055.0,3069.0,1632446,-0.002389194987566401
2024-08-27 05:30:00,3072.2,3095.75,3064.0,3067.1,1310440,-0.0006190941674812933
2024-08-28 05:30:00,3078.0,3078.0,3022.1,3028.0,1569652,-0.012748198624107476
2024-08-29 05:30:00,3030.0,3041.95,2981.3,3020.15,1853966,-0.00259247027741083
2024-08-30 05:30:00,3030.0,3038.55,3003.3,3019.35,3509174,-0.00026488750558750773
2024-09-02 05:30:00,3021.1,3059.15,2997.6,3042.15,1842658,0.007551294152714938
2024-09-03 05:30:00,3037.0,3053.05,3023.8,3036.1,1371577,-0.001988725079302478
2024-09-04 05:30:00,3010.0,3025.0,2955.2,3012.35,1212270,-0.007822535489608429
2024-09-05 05:30:00,3025.0,3037.9,3002.0,3015.35,734273,0.0009959002107988724
2024-09-06 05:30:00,3019.0,3025.0,2968.0,2975.45,1251165,-0.013232294758485752
2024-09-09 05:30:00,2972.1,2972.5,2927.3,2964.15,1523581,-0.003797744878925813
2024-09-10 05:30:00,2971.6,3007.4,2947.6,2986.4,803782,0.0075063677614155555
2024-09-11 05:30:00,2985.0,2992.95,2928.0,2937.85,888628,-0.01625703187784633
2024-09-12 05:30:00,2950.0,3000.0,2917.15,2991.0,1314173,0.018091461442891976
2024-09-13 05:30:00,2972.0,3001.95,2956.05,2968.35,815948,-0.007572718154463476
2024-09-16 05:30:00,2972.0,3026.4,2972.0,2984.9,695162,0.005575488065760581
2024-09-17 05:30:00,2990.05,2995.9,2952.5,2975.2,698700,-0.0032496901068713724
2024-09-18 05:30:00,2976.0,2984.75,2935.0,2956.3,831891,-0.006352514116697905
2024-09-19 05:30:00,2975.05,2975.25,2890.35,2943.15,1655401,-0.004448127727226581
2024-09-20 05:30:00,2948.15,3025.0,2942.05,3008.5,1787210,0.02220410104819659
2024-09-23 05:30:00,3020.0,3070.0,3015.25,3043.95,897314,0.011783280704670052
2024-09-24 05:30:00,3055.0,3101.0,3040.25,3093.9,1021918,0.0164095993692408
2024-09-25 05:30:00,3108.0,3123.9,3080.2,3105.1,913008,0.003620026503765361
2024-09-26 05:30:00,3085.0,3148.0,3085.0,3122.65,1548019,0.005651991884319418
2024-09-27 05:30:00,3122.0,3179.0,3116.0,3130.3,2297441,0.0024498422813956644
2024-09-30 05:30:00,3129.0,3209.9,3120.4,3135.85,1607429,0.001772993003865464
2024-10-01 05:30:00,3136.3,3192.0,3107.0,3186.1,1367116,0.016024363410239717
2024-10-03 05:30:00,3150.0,3196.35,3084.1,3116.0,1309703,-0.022001820407394623
2024-10-04 05:30:00,3119.9,3149.5,3070.0,3110.65,987583,-0.0017169448010269095
2024-10-07 05:30:00,3110.65,3128.5,2980.45,3018.0,1743454,-0.02978477167151561
2024-10-08 05:30:00,3018.5,3170.0,2994.85,3160.7,1776511,0.04728296885354544
2024-10-09 05:30:00,3175.0,3179.95,3134.4,3153.75,897335,-0.0021988799949377302
2024-10-10 05:30:00,3140.0,3211.0,3056.1,3174.2,2905725,0.006484344034878964
2024-10-11 05:30:00,3174.2,3190.0,3116.0,3137.2,1035260,-0.011656480373007372
2024-10-14 05:30:00,3145.0,3150.1,3092.85,3101.1,437728,-0.011507076373836522
2024-10-15 05:30:00,3124.0,3128.0,3091.5,3104.7,371613,0.0011608783979877302
2024-10-16 05:30:00,3098.0,3115.4,3061.0,3085.9,543476,-0.006055335459142497
2024-10-17 05:30:00,3089.95,3100.0,2993.0,3013.75,2655289,-0.023380537282478353
2024-10-18 05:30:00,2990.0,3031.7,2968.1,3002.0,796339,-0.003898797179593516
2024-10-21 05:30:00,3005.15,3014.95,2916.95,2937.65,1051690,-0.021435709526981928
2024-10-22 05:30:00,2938.0,2955.0,2818.0,2823.8,1209732,-0.038755467805899224
2024-10-23 05:30:00,2840.85,2879.0,2820.1,2835.55,1270530,0.004161059565124914
2024-10-24 05:30:00,2841.05,2875.15,2807.9,2830.2,942066,-0.0018867591825220131
2024-10-25 05:30:00,2845.0,2847.0,2654.7,2693.45,1954174,-0.04831814006077306
2024-10-28 05:30:00,2701.1,2822.4,2672.1,2798.65,1385033,0.03905771408416725
2024-10-29 05:30:00,2803.0,2863.05,2732.85,2848.6,1529844,0.01784789094742112
2024-10-30 05:30:00,2864.0,2997.15,2815.05,2969.3,2884272,0.0423716913571579
2024-10-31 05:30:00,2967.9,2976.5,2933.85,2947.25,1156390,-0.007425992658202318
2024-11-01 05:30:00,2960.0,2975.6,2928.4,2949.5,304673,0.0007634235304097015
2024-11-04 05:30:00,2935.0,2943.0,2857.75,2897.4,1059384,-0.017664010849296474
2024-11-05 05:30:00,2897.4,2924.0,2870.0,2915.55,752303,0.006264236902050246
2024-11-06 05:30:00,2918.0,3070.0,2918.0,3046.25,1676755,0.04482859151789542
2024-11-07 05:30:00,3045.0,3045.0,2943.05,2970.1,1285585,-0.02499794829708657
2024-11-08 05:30:00,2965.1,2995.0,2911.25,2929.1,835641,-0.013804249015184622
2024-11-11 05:30:00,2928.0,2946.8,2888.0,2903.65,584144,-0.008688675702434145
2024-11-12 05:30:00,2910.0,2930.45,2855.0,2870.0,597231,-0.01158886229400935
2024-11-13 05:30:00,2860.0,2889.0,2808.0,2816.7,890146,-0.018571428571428683
2024-11-14 05:30:00,2824.0,2844.8,2801.0,2826.8,646797,0.0035857563815813176
2024-11-18 05:30:00,2826.8,2858.65,2793.3,2818.7,489692,-0.0028654308759021863
2024-11-19 05:30:00,2831.0,2894.8,2809.8,2821.5,536296,0.000993365735977747
2024-11-21 05:30:00,2539.35,2539.35,2155.05,2183.65,21796668,-0.22606769448874708
2024-11-22 05:30:00,2101.0,2289.7,2025.0,2228.0,20939196,0.02031003136949594
